show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
s00960,Movie,Title 960,Director B,"Actor X, Actor Y",Canada,2021-06-12 10:40:24,1986,G,77 min,Horror,Sample description of the content.
s00961,Movie,Title 961,Director D,"Actor X, Actor Y",India,2023-03-29 17:49:10,1996,TV-14,50 min,Comedy,Sample description of the content.
s00962,TV Show,Title 962,Director A,"Actor X, Actor Y",United Kingdom,2022-06-30 14:23:29,1986,TV-MA,11 Seasons,Drama,Sample description of the content.
s00963,Movie,Title 963,Director B,"Actor X, Actor Y",Japan,2021-04-01 13:14:32,1998,NC-17,95 min,Documentary,Sample description of the content.
s00964,Movie,Title 964,Director B,"Actor M, Actor N",India,2020-06-25 00:57:33,1993,PG,156 min,Action,Sample description of the content.
s00965,Movie,Title 965,Director B,"Actor X, Actor Y",Japan,2018-08-09 23:37:58,2005,TV-PG,70 min,Documentary,Sample description of the content.
s00966,Movie,Title 966,Director A,"Actor M, Actor N",United States,2021-10-30 17:51:26,1977,NC-17,169 min,Action,Sample description of the content.
s00967,TV Show,Title 967,Director D,"Actor M, Actor N",Canada,2023-09-05 14:20:47,1955,R,4 Seasons,Romance,Sample description of the content.
s00968,TV Show,Title 968,Director D,"Actor A, Actor B",Canada,2017-08-02 23:44:39,2010,TV-MA,3 Seasons,Comedy,Sample description of the content.
s00969,Movie,Title 969,Director D,"Actor X, Actor Y",South Korea,2018-05-22 04:44:16,1969,TV-14,48 min,Romance,Sample description of the content.
s00970,TV Show,Title 970,Director C,"Actor X, Actor Y",United Kingdom,2021-10-26 15:50:44,1951,R,8 Seasons,Action,Sample description of the content.
s00971,Movie,Title 971,Director C,"Actor A, Actor B",Canada,2017-08-27 08:51:13,2022,TV-PG,64 min,Action,Sample description of the content.
s00972,Movie,Title 972,Director C,"Actor M, Actor N",United States,2019-03-22 22:26:25,1986,PG,187 min,Action,Sample description of the content.
s00973,Movie,Title 973,Director A,"Actor X, Actor Y",United Kingdom,2022-09-18 05:16:30,1969,G,90 min,Horror,Sample description of the content.
s00974,TV Show,Title 974,Director B,"Actor M, Actor N",India,2020-01-07 21:28:04,1975,R,14 Seasons,Drama,Sample description of the content.
s00975,TV Show,Title 975,Director B,"Actor A, Actor B",Canada,2022-12-19 16:05:53,1978,G,9 Seasons,Comedy,Sample description of the content.
s00976,TV Show,Title 976,Director A,"Actor M, Actor N",United Kingdom,2019-02-09 16:21:54,1950,TV-MA,12 Seasons,Romance,Sample description of the content.
s00977,TV Show,Title 977,Director A,"Actor X, Actor Y",United States,2019-08-04 09:16:33,1984,TV-PG,11 Seasons,Romance,Sample description of the content.
s00978,TV Show,Title 978,Director D,"Actor M, Actor N",South Korea,2022-02-13 04:37:16,2019,TV-14,5 Seasons,Documentary,Sample description of the content.
s00979,TV Show,Title 979,Director D,"Actor M, Actor N",Japan,2018-09-05 00:40:21,2008,TV-PG,9 Seasons,Action,Sample description of the content.
s00980,TV Show,Title 980,Director C,"Actor X, Actor Y",Japan,2021-06-14 02:36:01,2018,TV-PG,2 Seasons,Sci-Fi,Sample description of the content.
s00981,TV Show,Title 981,Director C,"Actor X, Actor Y",United States,2020-03-30 16:08:13,1982,PG-13,3 Seasons,Action,Sample description of the content.
s00982,TV Show,Title 982,Director A,"Actor M, Actor N",United States,2022-08-31 02:57:01,2000,TV-PG,7 Seasons,Action,Sample description of the content.
s00983,Movie,Title 983,Director C,"Actor M, Actor N",Japan,2017-12-11 21:23:35,1961,TV-PG,55 min,Sci-Fi,Sample description of the content.
s00984,TV Show,Title 984,Director B,"Actor A, Actor B",South Korea,2023-07-16 12:11:40,1969,NC-17,6 Seasons,Romance,Sample description of the content.
s00985,TV Show,Title 985,Director A,"Actor X, Actor Y",United Kingdom,2018-11-13 16:00:29,2002,R,6 Seasons,Documentary,Sample description of the content.
s00986,TV Show,Title 986,Director A,"Actor M, Actor N",Japan,2023-07-03 06:52:36,1992,TV-14,2 Seasons,Drama,Sample description of the content.
s00987,TV Show,Title 987,Director B,"Actor X, Actor Y",United States,2022-07-27 03:01:29,1999,NC-17,10 Seasons,Sci-Fi,Sample description of the content.
s00988,TV Show,Title 988,Director D,"Actor A, Actor B",Canada,2021-07-06 17:18:14,1978,NC-17,6 Seasons,Horror,Sample description of the content.
s00989,TV Show,Title 989,Director D,"Actor M, Actor N",India,2019-10-17 02:23:47,2006,R,4 Seasons,Comedy,Sample description of the content.
s00990,TV Show,Title 990,Director B,"Actor M, Actor N",South Korea,2021-06-13 11:44:10,1988,R,12 Seasons,Sci-Fi,Sample description of the content.
s00991,TV Show,Title 991,Director B,"Actor M, Actor N",South Korea,2021-12-19 09:30:33,2005,TV-MA,3 Seasons,Drama,Sample description of the content.
s00992,TV Show,Title 992,Director C,"Actor X, Actor Y",Canada,2017-10-28 11:36:57,1992,R,13 Seasons,Romance,Sample description of the content.
s00993,TV Show,Title 993,Director A,"Actor A, Actor B",Canada,2019-10-18 16:09:04,1999,PG-13,11 Seasons,Horror,Sample description of the content.
s00994,TV Show,Title 994,Director C,"Actor X, Actor Y",United States,2022-09-29 14:58:54,1972,PG-13,13 Seasons,Horror,Sample description of the content.
s00995,Movie,Title 995,Director B,"Actor M, Actor N",Japan,2022-03-30 02:31:40,1993,NC-17,98 min,Horror,Sample description of the content.
s00996,Movie,Title 996,Director C,"Actor A, Actor B",United Kingdom,2019-05-09 12:33:43,1987,G,17 min,Action,Sample description of the content.
s00997,TV Show,Title 997,Director B,"Actor M, Actor N",South Korea,2019-11-16 14:19:04,1972,TV-MA,11 Seasons,Comedy,Sample description of the content.
s00998,TV Show,Title 998,Director C,"Actor M, Actor N",South Korea,2022-04-29 04:49:07,1994,G,11 Seasons,Romance,Sample description of the content.
s00999,Movie,Title 999,Director C,"Actor X, Actor Y",Canada,2022-05-22 20:20:57,2001,G,80 min,Romance,Sample description of the content.
s01000,TV Show,Title 1000,Director D,"Actor M, Actor N",Japan,2018-04-26 23:02:42,1999,NC-17,2 Seasons,Horror,Sample description of the content.
s01001,Movie,Title 1001,Director B,"Actor A, Actor B",South Korea,2020-01-02 07:55:16,1957,PG,162 min,Romance,Sample description of the content.
s01002,Movie,Title 1002,Director C,"Actor M, Actor N",United Kingdom,2022-12-25 17:03:25,1950,NC-17,8 min,Comedy,Sample description of the content.
s01003,Movie,Title 1003,Director A,"Actor M, Actor N",Canada,2023-08-05 01:55:30,1957,TV-14,141 min,Comedy,Sample description of the content.
s01004,Movie,Title 1004,Director C,"Actor X, Actor Y",United Kingdom,2019-06-08 06:16:25,1978,TV-14,106 min,Documentary,Sample description of the content.
s01005,Movie,Title 1005,Director C,"Actor A, Actor B",Japan,2018-08-04 16:28:06,1954,R,8 min,Sci-Fi,Sample description of the content.
s01006,TV Show,Title 1006,Director A,"Actor X, Actor Y",South Korea,2019-08-09 03:09:46,1996,R,14 Seasons,Sci-Fi,Sample description of the content.
s01007,Movie,Title 1007,Director B,"Actor M, Actor N",India,2021-11-16 18:45:09,1983,PG,96 min,Documentary,Sample description of the content.
s01008,TV Show,Title 1008,Director D,"Actor X, Actor Y",South Korea,2023-08-17 02:28:31,2014,R,4 Seasons,Drama,Sample description of the content.
s01009,TV Show,Title 1009,Director D,"Actor X, Actor Y",Japan,2018-04-15 11:40:48,2004,TV-14,14 Seasons,Sci-Fi,Sample description of the content.
s01010,Movie,Title 1010,Director D,"Actor X, Actor Y",South Korea,2022-01-16 13:03:07,1992,G,65 min,Comedy,Sample description of the content.
s01011,Movie,Title 1011,Director A,"Actor X, Actor Y",South Korea,2023-07-17 03:10:25,2023,NC-17,171 min,Comedy,Sample description of the content.
s01012,TV Show,Title 1012,Director C,"Actor M, Actor N",United States,2022-09-05 04:46:48,1979,TV-PG,7 Seasons,Sci-Fi,Sample description of the content.
s01013,Movie,Title 1013,Director B,"Actor M, Actor N",South Korea,2022-12-03 14:26:33,1966,PG-13,81 min,Comedy,Sample description of the content.
s01014,Movie,Title 1014,Director C,"Actor A, Actor B",South Korea,2023-11-07 00:28:13,1975,TV-PG,187 min,Documentary,Sample description of the content.
s01015,TV Show,Title 1015,Director D,"Actor X, Actor Y",United Kingdom,2017-09-20 16:47:49,1957,TV-PG,4 Seasons,Horror,Sample description of the content.
s01016,TV Show,Title 1016,Director C,"Actor X, Actor Y",India,2018-03-14 03:17:38,1996,TV-14,8 Seasons,Horror,Sample description of the content.
s01017,Movie,Title 1017,Director A,"Actor A, Actor B",United Kingdom,2021-09-20 23:15:40,2021,TV-PG,86 min,Romance,Sample description of the content.
s01018,TV Show,Title 1018,Director A,"Actor X, Actor Y",United Kingdom,2021-12-31 13:22:10,1995,NC-17,13 Seasons,Horror,Sample description of the content.
s01019,Movie,Title 1019,Director B,"Actor A, Actor B",Canada,2022-12-01 01:46:01,2017,PG,86 min,Action,Sample description of the content.
s01020,Movie,Title 1020,Director B,"Actor M, Actor N",United States,2019-08-13 22:27:51,1982,TV-MA,44 min,Documentary,Sample description of the content.
s01021,Movie,Title 1021,Director D,"Actor A, Actor B",United Kingdom,2022-12-16 21:57:13,1950,R,137 min,Comedy,Sample description of the content.
s01022,TV Show,Title 1022,Director B,"Actor X, Actor Y",Japan,2019-07-16 22:47:21,1968,TV-MA,5 Seasons,Sci-Fi,Sample description of the content.
s01023,TV Show,Title 1023,Director C,"Actor A, Actor B",Japan,2017-10-10 03:18:22,1980,G,10 Seasons,Horror,Sample description of the content.
s01024,TV Show,Title 1024,Director A,"Actor M, Actor N",South Korea,2022-07-31 08:28:59,1963,NC-17,4 Seasons,Documentary,Sample description of the content.
s01025,TV Show,Title 1025,Director A,"Actor X, Actor Y",Canada,2021-10-13 17:42:25,2002,NC-17,5 Seasons,Horror,Sample description of the content.
s01026,TV Show,Title 1026,Director A,"Actor M, Actor N",United States,2019-09-18 20:59:54,1997,PG-13,12 Seasons,Drama,Sample description of the content.
s01027,Movie,Title 1027,Director B,"Actor M, Actor N",United States,2021-02-04 18:48:59,2018,NC-17,156 min,Comedy,Sample description of the content.
s01028,Movie,Title 1028,Director A,"Actor A, Actor B",South Korea,2021-12-31 22:50:57,2011,R,170 min,Drama,Sample description of the content.
s01029,Movie,Title 1029,Director A,"Actor M, Actor N",Japan,2017-10-20 20:15:08,2015,NC-17,171 min,Comedy,Sample description of the content.
s01030,Movie,Title 1030,Director A,"Actor X, Actor Y",India,2023-01-27 23:14:29,2013,TV-PG,170 min,Documentary,Sample description of the content.
s01031,TV Show,Title 1031,Director D,"Actor M, Actor N",Canada,2018-07-17 21:08:27,2019,PG-13,12 Seasons,Romance,Sample description of the content.
s01032,Movie,Title 1032,Director D,"Actor M, Actor N",South Korea,2019-11-16 21:02:57,2012,R,104 min,Horror,Sample description of the content.
s01033,TV Show,Title 1033,Director B,"Actor A, Actor B",Canada,2018-12-20 14:38:54,2022,PG,2 Seasons,Horror,Sample description of the content.
s01034,Movie,Title 1034,Director A,"Actor M, Actor N",Japan,2020-02-18 02:05:58,1982,PG,55 min,Action,Sample description of the content.
s01035,TV Show,Title 1035,Director B,"Actor A, Actor B",Japan,2022-10-07 13:34:17,1990,PG,8 Seasons,Sci-Fi,Sample description of the content.
s01036,TV Show,Title 1036,Director A,"Actor A, Actor B",India,2019-04-29 13:25:43,1997,PG,11 Seasons,Drama,Sample description of the content.
s01037,Movie,Title 1037,Director A,"Actor X, Actor Y",India,2022-01-27 09:20:11,1962,TV-PG,22 min,Horror,Sample description of the content.
s01038,Movie,Title 1038,Director A,"Actor X, Actor Y",United States,2017-09-07 13:18:07,2022,NC-17,101 min,Documentary,Sample description of the content.
s01039,Movie,Title 1039,Director B,"Actor X, Actor Y",Canada,2022-04-29 16:00:22,1980,TV-MA,155 min,Romance,Sample description of the content.
s01040,Movie,Title 1040,Director B,"Actor X, Actor Y",Canada,2020-02-24 14:50:15,2024,R,121 min,Sci-Fi,Sample description of the content.
s01041,TV Show,Title 1041,Director A,"Actor A, Actor B",Japan,2019-10-04 17:39:07,2017,TV-PG,13 Seasons,Documentary,Sample description of the content.
s01042,Movie,Title 1042,Director C,"Actor M, Actor N",United States,2021-10-22 20:03:43,1953,PG,195 min,Drama,Sample description of the content.
s01043,Movie,Title 1043,Director B,"Actor X, Actor Y",South Korea,2022-05-18 11:35:42,1968,G,108 min,Action,Sample description of the content.
s01044,TV Show,Title 1044,Director D,"Actor X, Actor Y",Canada,2018-03-11 14:19:16,2019,NC-17,13 Seasons,Horror,Sample description of the content.
s01045,Movie,Title 1045,Director B,"Actor X, Actor Y",United States,2022-08-13 07:36:44,1962,TV-MA,173 min,Documentary,Sample description of the content.
s01046,Movie,Title 1046,Director A,"Actor M, Actor N",United States,2020-10-03 09:31:48,1972,G,10 min,Sci-Fi,Sample description of the content.
s01047,Movie,Title 1047,Director C,"Actor X, Actor Y",Japan,2018-02-20 14:12:26,2024,PG-13,9 min,Comedy,Sample description of the content.
s01048,Movie,Title 1048,Director A,"Actor M, Actor N",United States,2020-10-31 12:44:57,1950,G,182 min,Romance,Sample description of the content.
s01049,Movie,Title 1049,Director D,"Actor A, Actor B",India,2021-11-07 15:18:11,2003,PG-13,155 min,Sci-Fi,Sample description of the content.
s01050,TV Show,Title 1050,Director B,"Actor A, Actor B",India,2020-06-19 09:21:44,2020,PG-13,2 Seasons,Documentary,Sample description of the content.
s01051,Movie,Title 1051,Director B,"Actor A, Actor B",United Kingdom,2018-05-22 16:30:44,1964,PG,129 min,Romance,Sample description of the content.
s01052,Movie,Title 1052,Director A,"Actor M, Actor N",Japan,2018-01-14 18:58:53,2014,PG-13,160 min,Horror,Sample description of the content.
s01053,Movie,Title 1053,Director A,"Actor X, Actor Y",South Korea,2021-12-14 05:54:22,2020,TV-14,89 min,Comedy,Sample description of the content.
s01054,Movie,Title 1054,Director D,"Actor X, Actor Y",United Kingdom,2019-06-24 17:12:09,1964,R,93 min,Action,Sample description of the content.
s01055,Movie,Title 1055,Director C,"Actor X, Actor Y",India,2022-10-25 23:32:07,1970,R,71 min,Sci-Fi,Sample description of the content.
s01056,TV Show,Title 1056,Director D,"Actor X, Actor Y",United Kingdom,2022-02-19 15:15:10,1968,PG,1 Seasons,Action,Sample description of the content.
s01057,Movie,Title 1057,Director C,"Actor X, Actor Y",Japan,2023-08-16 20:48:06,2009,TV-14,67 min,Comedy,Sample description of the content.
s01058,TV Show,Title 1058,Director B,"Actor M, Actor N",Japan,2018-12-13 02:25:43,1982,G,4 Seasons,Romance,Sample description of the content.
s01059,TV Show,Title 1059,Director C,"Actor A, Actor B",United States,2021-04-04 19:59:23,1998,TV-PG,4 Seasons,Horror,Sample description of the content.
s01060,Movie,Title 1060,Director C,"Actor X, Actor Y",Canada,2017-08-06 21:01:02,1984,G,117 min,Documentary,Sample description of the content.
s01061,Movie,Title 1061,Director B,"Actor A, Actor B",United States,2021-08-06 08:08:03,1993,NC-17,94 min,Comedy,Sample description of the content.
s01062,Movie,Title 1062,Director B,"Actor M, Actor N",Japan,2018-05-30 19:07:00,1960,TV-PG,163 min,Drama,Sample description of the content.
s01063,Movie,Title 1063,Director B,"Actor M, Actor N",India,2022-07-10 09:17:52,2021,PG-13,99 min,Romance,Sample description of the content.
s01064,TV Show,Title 1064,Director D,"Actor X, Actor Y",South Korea,2020-06-18 17:21:07,2023,TV-MA,1 Seasons,Action,Sample description of the content.
s01065,Movie,Title 1065,Director B,"Actor M, Actor N",India,2022-09-29 11:52:42,2015,TV-PG,103 min,Sci-Fi,Sample description of the content.
s01066,Movie,Title 1066,Director A,"Actor A, Actor B",United States,2018-08-30 10:56:43,1995,TV-MA,91 min,Comedy,Sample description of the content.
s01067,Movie,Title 1067,Director B,"Actor X, Actor Y",South Korea,2018-06-12 14:37:48,1958,R,90 min,Action,Sample description of the content.
s01068,Movie,Title 1068,Director B,"Actor X, Actor Y",Japan,2023-01-09 02:49:08,1952,TV-MA,17 min,Romance,Sample description of the content.
s01069,Movie,Title 1069,Director B,"Actor A, Actor B",India,2019-05-24 15:55:08,1975,R,18 min,Action,Sample description of the content.
s01070,Movie,Title 1070,Director C,"Actor X, Actor Y",Japan,2019-04-10 05:59:48,2021,TV-14,173 min,Comedy,Sample description of the content.
s01071,TV Show,Title 1071,Director D,"Actor X, Actor Y",South Korea,2021-10-04 23:06:23,1997,TV-14,4 Seasons,Romance,Sample description of the content.
s01072,TV Show,Title 1072,Director B,"Actor A, Actor B",South Korea,2017-11-16 21:32:28,2015,PG,13 Seasons,Drama,Sample description of the content.
s01073,Movie,Title 1073,Director D,"Actor X, Actor Y",India,2020-08-28 09:01:32,2019,PG,181 min,Comedy,Sample description of the content.
s01074,Movie,Title 1074,Director A,"Actor X, Actor Y",Japan,2018-04-05 00:50:56,1977,PG-13,91 min,Documentary,Sample description of the content.
s01075,Movie,Title 1075,Director A,"Actor A, Actor B",United Kingdom,2022-04-07 12:11:18,1975,TV-PG,82 min,Horror,Sample description of the content.
s01076,TV Show,Title 1076,Director B,"Actor M, Actor N",Japan,2020-06-21 17:19:35,1974,PG-13,4 Seasons,Comedy,Sample description of the content.
s01077,Movie,Title 1077,Director A,"Actor A, Actor B",South Korea,2020-01-20 00:48:12,1961,R,193 min,Romance,Sample description of the content.
s01078,TV Show,Title 1078,Director D,"Actor X, Actor Y",Japan,2018-04-06 05:11:50,1954,PG-13,2 Seasons,Sci-Fi,Sample description of the content.
s01079,Movie,Title 1079,Director C,"Actor A, Actor B",United States,2019-07-09 15:57:46,1997,TV-MA,1 min,Horror,Sample description of the content.
s01080,Movie,Title 1080,Director B,"Actor X, Actor Y",United Kingdom,2019-09-19 05:01:03,1986,R,58 min,Comedy,Sample description of the content.
s01081,Movie,Title 1081,Director A,"Actor X, Actor Y",Canada,2021-07-12 21:23:41,1993,PG,154 min,Drama,Sample description of the content.
s01082,Movie,Title 1082,Director D,"Actor A, Actor B",United States,2020-02-16 15:29:00,1964,TV-14,109 min,Sci-Fi,Sample description of the content.
s01083,TV Show,Title 1083,Director D,"Actor X, Actor Y",Canada,2021-01-31 23:46:47,1992,PG,4 Seasons,Drama,Sample description of the content.
s01084,TV Show,Title 1084,Director A,"Actor M, Actor N",India,2017-12-06 01:30:55,1997,TV-PG,4 Seasons,Documentary,Sample description of the content.
s01085,Movie,Title 1085,Director D,"Actor X, Actor Y",Canada,2020-05-23 11:34:12,2019,R,87 min,Sci-Fi,Sample description of the content.
s01086,Movie,Title 1086,Director D,"Actor A, Actor B",Japan,2018-04-08 18:41:45,1995,R,10 min,Action,Sample description of the content.
s01087,TV Show,Title 1087,Director B,"Actor M, Actor N",Canada,2022-03-21 16:49:28,1992,TV-MA,11 Seasons,Sci-Fi,Sample description of the content.
s01088,TV Show,Title 1088,Director D,"Actor M, Actor N",South Korea,2018-09-23 10:17:15,1970,TV-PG,11 Seasons,Horror,Sample description of the content.
s01089,TV Show,Title 1089,Director A,"Actor X, Actor Y",United States,2018-08-31 23:26:03,1972,TV-14,9 Seasons,Sci-Fi,Sample description of the content.
s01090,TV Show,Title 1090,Director B,"Actor A, Actor B",United States,2018-07-03 16:33:29,1996,G,9 Seasons,Romance,Sample description of the content.
s01091,Movie,Title 1091,Director A,"Actor X, Actor Y",Canada,2018-02-05 16:03:48,1964,R,133 min,Romance,Sample description of the content.
s01092,TV Show,Title 1092,Director C,"Actor X, Actor Y",United States,2018-12-05 02:07:43,1974,R,10 Seasons,Action,Sample description of the content.
s01093,Movie,Title 1093,Director A,"Actor A, Actor B",South Korea,2022-08-16 03:00:48,1985,TV-MA,193 min,Sci-Fi,Sample description of the content.
s01094,TV Show,Title 1094,Director A,"Actor A, Actor B",United States,2020-10-29 10:13:47,2024,PG-13,1 Seasons,Drama,Sample description of the content.
s01095,TV Show,Title 1095,Director B,"Actor X, Actor Y",Canada,2018-04-06 19:39:52,2000,NC-17,6 Seasons,Drama,Sample description of the content.
s01096,TV Show,Title 1096,Director D,"Actor M, Actor N",United Kingdom,2022-10-03 03:37:47,1964,TV-14,2 Seasons,Comedy,Sample description of the content.
s01097,TV Show,Title 1097,Director A,"Actor X, Actor Y",United Kingdom,2021-05-07 13:19:00,2017,PG,8 Seasons,Documentary,Sample description of the content.
s01098,TV Show,Title 1098,Director B,"Actor M, Actor N",India,2022-09-26 12:27:33,1970,TV-PG,13 Seasons,Horror,Sample description of the content.
s01099,Movie,Title 1099,Director C,"Actor X, Actor Y",United States,2018-11-01 03:58:43,1962,R,169 min,Documentary,Sample description of the content.
s01100,Movie,Title 1100,Director B,"Actor A, Actor B",Canada,2019-04-19 23:45:57,1968,R,68 min,Sci-Fi,Sample description of the content.
s01101,TV Show,Title 1101,Director B,"Actor M, Actor N",United States,2019-11-09 11:00:07,1983,PG,5 Seasons,Documentary,Sample description of the content.
s01102,TV Show,Title 1102,Director D,"Actor A, Actor B",Japan,2018-09-19 08:58:44,2017,TV-14,11 Seasons,Comedy,Sample description of the content.
s01103,Movie,Title 1103,Director A,"Actor A, Actor B",South Korea,2022-11-26 22:53:21,2001,NC-17,56 min,Documentary,Sample description of the content.
s01104,TV Show,Title 1104,Director C,"Actor A, Actor B",United States,2017-09-22 20:45:00,1976,PG-13,3 Seasons,Action,Sample description of the content.
s01105,TV Show,Title 1105,Director B,"Actor A, Actor B",United States,2018-08-04 13:25:58,1978,R,5 Seasons,Comedy,Sample description of the content.
s01106,Movie,Title 1106,Director A,"Actor A, Actor B",United Kingdom,2018-01-20 17:16:25,1977,NC-17,99 min,Action,Sample description of the content.
s01107,TV Show,Title 1107,Director A,"Actor X, Actor Y",South Korea,2017-08-11 02:06:49,1984,TV-14,12 Seasons,Sci-Fi,Sample description of the content.
s01108,TV Show,Title 1108,Director B,"Actor M, Actor N",Canada,2022-07-13 22:46:34,1957,PG,10 Seasons,Comedy,Sample description of the content.
s01109,Movie,Title 1109,Director A,"Actor X, Actor Y",United States,2017-08-16 23:20:09,1965,TV-MA,115 min,Sci-Fi,Sample description of the content.
s01110,Movie,Title 1110,Director B,"Actor X, Actor Y",United Kingdom,2021-01-05 01:00:51,1985,PG-13,147 min,Sci-Fi,Sample description of the content.
s01111,Movie,Title 1111,Director B,"Actor X, Actor Y",India,2018-01-04 04:55:16,1979,TV-PG,109 min,Documentary,Sample description of the content.
s01112,TV Show,Title 1112,Director B,"Actor A, Actor B",South Korea,2020-03-18 00:53:52,1967,R,12 Seasons,Action,Sample description of the content.
s01113,Movie,Title 1113,Director C,"Actor X, Actor Y",United Kingdom,2021-04-18 21:06:14,1951,TV-14,199 min,Sci-Fi,Sample description of the content.
s01114,Movie,Title 1114,Director B,"Actor M, Actor N",United Kingdom,2019-05-06 16:13:43,1998,TV-MA,47 min,Action,Sample description of the content.
s01115,Movie,Title 1115,Director D,"Actor X, Actor Y",United Kingdom,2017-11-13 18:58:48,1953,TV-PG,71 min,Action,Sample description of the content.
s01116,Movie,Title 1116,Director A,"Actor A, Actor B",United States,2019-08-14 11:43:03,2024,G,154 min,Comedy,Sample description of the content.
s01117,Movie,Title 1117,Director C,"Actor M, Actor N",United States,2019-11-21 05:14:49,1956,TV-14,40 min,Romance,Sample description of the content.
s01118,Movie,Title 1118,Director A,"Actor M, Actor N",India,2021-12-13 06:18:18,2023,TV-14,133 min,Documentary,Sample description of the content.
s01119,TV Show,Title 1119,Director C,"Actor M, Actor N",Japan,2017-09-16 11:07:48,1988,TV-PG,5 Seasons,Sci-Fi,Sample description of the content.
s01120,TV Show,Title 1120,Director D,"Actor M, Actor N",Japan,2020-10-25 10:13:48,1962,TV-MA,14 Seasons,Action,Sample description of the content.
s01121,Movie,Title 1121,Director C,"Actor X, Actor Y",Japan,2019-03-13 17:26:42,1980,G,132 min,Horror,Sample description of the content.
s01122,Movie,Title 1122,Director C,"Actor A, Actor B",South Korea,2021-12-28 21:22:58,2020,NC-17,23 min,Romance,Sample description of the content.
s01123,Movie,Title 1123,Director C,"Actor M, Actor N",South Korea,2019-09-16 21:05:13,2012,NC-17,106 min,Sci-Fi,Sample description of the content.
s01124,TV Show,Title 1124,Director A,"Actor M, Actor N",India,2019-11-08 20:41:25,2005,PG,4 Seasons,Horror,Sample description of the content.
s01125,TV Show,Title 1125,Director B,"Actor A, Actor B",South Korea,2023-09-20 06:53:55,1991,TV-MA,2 Seasons,Documentary,Sample description of the content.
s01126,TV Show,Title 1126,Director A,"Actor X, Actor Y",Japan,2023-06-16 13:57:50,2010,PG-13,4 Seasons,Documentary,Sample description of the content.
s01127,TV Show,Title 1127,Director B,"Actor M, Actor N",Japan,2019-12-14 19:57:05,1991,R,13 Seasons,Action,Sample description of the content.
s01128,TV Show,Title 1128,Director A,"Actor X, Actor Y",United Kingdom,2021-08-22 04:13:27,2005,TV-PG,13 Seasons,Action,Sample description of the content.
s01129,TV Show,Title 1129,Director D,"Actor X, Actor Y",South Korea,2021-02-11 03:18:59,1985,PG,8 Seasons,Sci-Fi,Sample description of the content.
s01130,TV Show,Title 1130,Director D,"Actor X, Actor Y",United States,2022-11-09 15:49:44,2017,G,9 Seasons,Comedy,Sample description of the content.
s01131,TV Show,Title 1131,Director C,"Actor X, Actor Y",United States,2021-08-20 19:17:42,1956,TV-PG,3 Seasons,Romance,Sample description of the content.
s01132,TV Show,Title 1132,Director D,"Actor M, Actor N",United Kingdom,2017-10-31 13:29:47,2003,TV-PG,7 Seasons,Sci-Fi,Sample description of the content.
s01133,Movie,Title 1133,Director C,"Actor M, Actor N",United Kingdom,2018-01-22 15:12:36,1950,TV-MA,46 min,Romance,Sample description of the content.
s01134,Movie,Title 1134,Director B,"Actor X, Actor Y",United Kingdom,2019-08-17 16:36:24,1993,R,156 min,Action,Sample description of the content.
s01135,Movie,Title 1135,Director D,"Actor X, Actor Y",United States,2022-09-15 07:28:52,1994,PG-13,68 min,Documentary,Sample description of the content.
s01136,Movie,Title 1136,Director B,"Actor A, Actor B",Japan,2018-12-02 11:14:42,1996,NC-17,122 min,Action,Sample description of the content.
s01137,TV Show,Title 1137,Director A,"Actor A, Actor B",United Kingdom,2023-04-30 10:37:49,1962,TV-14,3 Seasons,Documentary,Sample description of the content.
s01138,TV Show,Title 1138,Director B,"Actor A, Actor B",India,2021-10-15 15:16:14,1971,TV-14,5 Seasons,Sci-Fi,Sample description of the content.
s01139,Movie,Title 1139,Director A,"Actor M, Actor N",United Kingdom,2021-06-04 04:00:56,1970,TV-PG,129 min,Documentary,Sample description of the content.
s01140,TV Show,Title 1140,Director B,"Actor A, Actor B",Canada,2019-05-27 03:52:22,1958,NC-17,3 Seasons,Action,Sample description of the content.
s01141,Movie,Title 1141,Director B,"Actor M, Actor N",United Kingdom,2020-10-18 14:23:29,1975,NC-17,111 min,Drama,Sample description of the content.
s01142,TV Show,Title 1142,Director D,"Actor M, Actor N",United States,2018-05-17 22:17:12,1958,R,8 Seasons,Romance,Sample description of the content.
s01143,Movie,Title 1143,Director B,"Actor M, Actor N",South Korea,2021-09-10 01:37:17,1964,G,27 min,Horror,Sample description of the content.
s01144,TV Show,Title 1144,Director D,"Actor M, Actor N",United Kingdom,2020-02-01 10:25:07,1959,G,8 Seasons,Documentary,Sample description of the content.
s01145,TV Show,Title 1145,Director D,"Actor A, Actor B",South Korea,2023-10-03 10:27:52,1991,PG,13 Seasons,Documentary,Sample description of the content.
s01146,Movie,Title 1146,Director C,"Actor X, Actor Y",Canada,2018-09-01 22:00:30,2021,TV-MA,164 min,Drama,Sample description of the content.
s01147,TV Show,Title 1147,Director C,"Actor X, Actor Y",India,2018-06-30 17:41:00,1973,R,2 Seasons,Sci-Fi,Sample description of the content.
s01148,Movie,Title 1148,Director A,"Actor X, Actor Y",South Korea,2023-03-17 16:53:47,1998,R,24 min,Sci-Fi,Sample description of the content.
s01149,Movie,Title 1149,Director B,"Actor A, Actor B",Japan,2023-02-02 20:14:33,1975,TV-MA,24 min,Sci-Fi,Sample description of the content.
